fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"2931","1090",WI00205,WI00205,NA,"-9999",SHAWANO PAPER MILLS,-88.6206,44.7745,WI,NA,hc7312,hc7312_p01,SHAWANO PAPER MILLS,44.7833,-88.6167,NA,P-8015,"9031895","-9999",NA,"1043141",Multiple infrastructure features matched to this waterbody.,"-9999",NA,NA,NA,"04","040302020901",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2932","1098",WI00225,WI00225,NA,"-9999",MANAWA DAM,-88.9192,44.4661,WI,NA,hc7397,hc7397_p01,MANAWA DAM,44.4667,-88.9167,NA,P-9784,"9035329","9033611",NA,"1044982",Waterbody is not accurate.,"5249",NA,"75658073",NA,"04","040302021704",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2933","1101",WI00227,WI00227,NA,"-9999",FELT MILL,-89.07065,44.34356,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9036811","9035963",NA,"-9999",NA,"35370",NA,"75659829",NA,"04","040302021808",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2934","1099",WI00228,WI00228,NA,"-9999",LIGHTING PLANT,-89.0865754,44.3629916,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9036435","-9999",NA,"-9999",NA,"106995",NA,"75659569",NA,"04","040302021809",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2935","1111",WI00231,WI00231,NA,"-9999",POYSIPPI,-88.9967,44.1367,WI,NA,hc7556,hc7556_p01,POYSIPPI,44.1367,-88.9967,NA,NA,"9034651","9036241",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040302022003",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2936","1431",WI00247,WI00247,NA,"-9999",FIGOR,-89.26962,43.49592,WI,NA,hr4027,hr4027_p01,FIGOR,43.49591,-89.26962,"7811",NA,"13644421","13631433",NA,"-9999",NA,"115690",NA,"141286683",NA,"07","070700050101",NA,Hydropower is a reported purpose in the NID. Associated power plant is retired.,NA,NA,"1973",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2937","1436",WI00250,WI00250,NA,"-9999",STOUGHTON,-89.21877,42.91351,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13297194","-9999",NA,"-9999",NA,"93187",NA,"143250239",NA,"07","070900020903",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05429700,NA,"-9999",NA,NA,NA,NA
"2938","1096",WI00286,WI00286,NA,"-9999",AMHERST,-89.28296,44.45132,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9036797","9035759",NA,"1045047",NA,"5177",NA,"75658381",NA,"04","040302021804",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2939","1092",WI00309,WI00309,NA,"-9999",CAROLINE,-88.89143,44.7224,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9031951","9029847",Waterbody is not accurate.,"-9999",NA,"-9999",NA,NA,NA,"04","040302021007",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2940","1536",WI00341,WI00341,NA,"-9999",TILDEN,-91.41837,44.98676,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13106025","13105741",NA,"-9999",NA,"4431",NA,"76245102",NA,"07","070500050404",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05365000,NA,"-9999",NA,NA,NA,NA
"2941","1513",WI00724,WI00724,NA,"1501",CASTLE ROCK,-89.9567,43.8633,WI,NA,hc1170,hc1170_p01,CASTLE ROCK,43.8633,-89.9567,"4079",P-1984,"14708720","167120892",NA,"9038",NA,"1283",NA,"157362985",NA,"07","070700031809",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2942","1053",WI00725,WI00725,NA,"-9999",WHITE RIVER,-90.909258,46.497617,WI,NA,hc1479,hc1479_p01,WHITE RIVER,46.4977,-90.9089,"3989",P-2444,"1814463","1813495",NA,"-9999",NA,"54246",NA,"73026549",NA,"04","040103020611",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-04027500,NA,"-9999",NA,NA,NA,NA
"2943","1545",WI00728,WI00728,NA,"-9999",CORNELL,-91.1579,45.1652,WI,NA,hc1625,hc1625_p01,CORNELL,45.1652,-91.1579,"6086",P-2639,"13104853","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070500050104",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2944","1535",WI00729,WI00729,NA,"-9999",JIM FALLS,-91.266,45.0605,WI,NA,hc1518,hc1518_p01,JIM FALLS,45.0605,-91.266,"4008",P-2491,"13104931","13104083",NA,"-9999",NA,"1737",NA,"76244746",NA,"07","070500050108",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2945","1538",WI00730,WI00730,NA,"863",WISSOTA,-91.3403,44.9379,WI,NA,hc1576,hc1576_p01,WISSOTA,44.9379,-91.3403,"4015",P-2567,"13107145","13105755",NA,"8910",NA,"3427",NA,"76245428",NA,"07","070500050308",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2946","1539",WI00731,WI00731,NA,"-9999",CHIPPEWA FALLS,-91.3892,44.932,WI,NA,hc1476,hc1476_p01,CHIPPEWA FALLS,44.9321,-91.389,"4000",P-2440,"13107379","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070500050501",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2947","1546",WI00732,WI00732,NA,"855",HOLCOMBE,-91.1279,45.2247,WI,NA,hc1169,hc1169_p01,HOLCOMBE,45.2244,-91.1278,"4007",P-1982,"13104827","13124080",NA,"8868",NA,"32743",NA,"74928737",NA,"07","070500050104",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2948","1537",WI00734,WI00734,NA,"864",CEDAR FALLS,-91.889313,44.935538,WI,NA,hc1659,hc1659_p01,CEDAR FALLS,44.9358,-91.8889,"3998",P-2697,"13085587","-9999",NA,"109607",NA,"4243",NA,"151951149",NA,"07","070500071003",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2949","1542",WI00735,WI00735,NA,"865",MENOMONIE,-91.92956,44.88382,WI,NA,hc1283,hc1283_p01,MENOMONIE,44.8838,-91.9298,"4009",P-2181,"13085603","13085025",Multiple infrastructure features matched to this waterbody.,"109686",NA,"2359",Multiple infrastructure features matched to this waterbody.,"151951206",NA,"07","070500071006",Structure is listed multiple times in NID. Use other record.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05369000,NA,"-9999",NA,NA,NA,NA
"2950","1540",WI00736,WI00736,NA,"866",DELLS,-91.5111,44.8278,WI,NA,hc1646,hc1646_p01,DELLS,44.8278,-91.5111,"4002",P-2670,"13107201","13134581",Waterbody is not accurate.,"109746",NA,"128299",NA,"76245828",NA,"07","070500050502",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2951","1543",WI00737,WI00737,NA,"865",MENOMONIE,-91.9295,44.884,WI,NA,hc1283,hc1283_p01,MENOMONIE,44.8838,-91.9298,"4009",P-2181,"13085603","13085025",Multiple infrastructure features matched to this waterbody.,"109686",NA,"2359",Multiple infrastructure features matched to this waterbody.,"151951206",NA,"07","070500071006",Structure is listed multiple times in NID.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2952","1056",WI00738,WI00738,NA,"-9999",PINE,-88.2533,45.8283,WI,NA,hc1513,hc1513_p01,PINE,45.8283,-88.2533,"4045",P-2486,"6844105","6842501",NA,"1034218",NA,"4599",NA,"75473779",NA,"04","040301080209",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2953","1510",WI00740,WI00740,NA,"883",PETENWELL,-90.018577,44.058126,WI,GRanDv1.3,hc1171,hc1171_p01,PETENWELL,44.0567,-89.02,"4080",P-1984,"14708156","167120889",NA,"9023",NA,"3080",NA,"157361961",NA,"07","070700030705",EHA plant information may be incorrect,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05401500,NA,"-9999",NA,NA,NA,NA
"2954","1480",WI00741,WI00741,NA,"-9999",RICE,-89.7467,45.539,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13397729","13395257",Infrastructure matched to multiple waterbodies.,"108790",Infrastructure matched to multiple waterbodies.,"4846",NA,"70336757",NA,"07","070700011004",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2955","1481",WI00741,WI00741,NA,"-9999",RICE,-89.7467,45.539,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13397729","13395269",Infrastructure matched to multiple waterbodies.,"108754",Infrastructure matched to multiple waterbodies.,"73231",NA,"70336399",NA,"07","070700011004",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2956","1492",WI00742,WI00742,NA,"-9999",MERRILL,-89.686,45.1783,WI,NA,hc1173,hc1173_p01,MERRILL,45.1783,-89.6867,"4068",P-1989,"14728798","-9999",NA,"-9999",NA,"79580",NA,"152373806",NA,"07","070700021401",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05395000,NA,"-9999",NA,NA,NA,NA
"2957","1489",WI00743,WI00743,NA,"-9999",GRANDFATHER FALLS,-89.785,45.3133,WI,NA,hc1160,hc1160_p01,GRANDFATHER FALLS,45.3133,-89.785,"4063",P-1966,"14728696","-9999",NA,"-9999",NA,"2759",NA,"152373053",NA,"07","070700020402",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2958","1483",WI00744,WI00744,NA,"1459",KINGS,-89.68,45.4823,WI,NA,hc1334,hc1334_p01,KINGS DAM,45.4817,-89.68,"54568",P-2239,"13400275","14726032",NA,"108856",NA,"3171",NA,"70337319",NA,"07","070700011305",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2959","1484",WI00745,WI00745,NA,"-9999",JERSEY,-89.75,45.4917,WI,NA,hc1508,hc1508_p01,JERSEY,45.4917,-89.75,"4066",P-2476,"13400279","120052157",Waterbody is not accurate.,"108840",NA,"-9999",NA,NA,NA,"07","070700011306",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2960","1486",WI00746,WI00746,NA,"1461",TOMAHAWK,-89.7303,45.4417,WI,NA,hc1153,hc1153_p02,PACKAGING OF AMERICA TOMAHAWK MILL,45.441721,-89.730191,"50476",P-1940,"13400317","120052157",Multiple infrastructure features matched to this waterbody.,"108900",Multiple infrastructure features matched to this waterbody.,"4817",NA,"120020863",NA,"07","070700011306",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2961","1485",WI00746,WI00746,NA,"1461",TOMAHAWK,-89.7303,45.4417,WI,NA,hc1153,hc1153_p01,TOMAHAWK,45.4417,-89.73,"4075",P-1940,"13400317","120052157",Multiple infrastructure features matched to this waterbody.,"108900",Multiple infrastructure features matched to this waterbody.,"4817",NA,"120020863",NA,"07","070700011306",Multiple power plants associated with this dam.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2962","1490",WI00747,WI00747,NA,"-9999",GRANDMOTHER,-89.7293,45.3668,WI,NA,hc7009,hc7009_p01,GRANDMOTHER,45.3667,-89.7283,NA,P-2180,"14728678","-9999",NA,"-9999",NA,"45350",NA,"152372539",NA,"07","070700020402",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2963","1491",WI00748,WI00748,NA,"-9999",ALEXANDER,-89.755,45.1883,WI,NA,hc1166,hc1166_p01,ALEXANDER,45.1883,-89.755,"4060",P-1979,"14728776","14726654",NA,"-9999",NA,"2605",NA,"152373708",NA,"07","070700020404",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2964","1488",WI00749,WI00749,NA,"-9999",SPIRIT,-89.7423,45.4378,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13400353","13400013",NA,"108889",Infrastructure matched to multiple waterbodies.,"4295",NA,"120020866",NA,"07","070700011204",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2965","1487",WI00749,WI00749,NA,"-9999",SPIRIT,-89.7423,45.4378,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13400353","13400013",NA,"108903",Infrastructure matched to multiple waterbodies.,"4295",NA,"120020866",NA,"07","070700011204",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
